,CarID,StartCarDay,StartCarTime,Time,Latitude,Longitude,Velocity,Break,City,Town,Road,RoadSlope,ModelYear,ModelCode,Impulse
32,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,32,120,50,2,2,경기도,김포시,U,-5.883283579,2016,D,0
33,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,33,120,50,0,1,경기도,김포시,U,-5.883283579,2016,D,0
34,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,34,120,50,1,1,경기도,김포시,U,-5.883283579,2016,D,0
35,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,35,120,50,10,1,경기도,김포시,U,-5.883283579,2016,D,30
36,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,36,120,50,9,2,경기도,김포시,U,-5.883283579,2016,D,0
37,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,37,120,50,4,2,경기도,김포시,U,-5.883283579,2016,D,0
38,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,38,120,50,0,1,경기도,김포시,U,-5.883283579,2016,D,0
39,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,39,120,50,0,1,경기도,김포시,U,-5.883283579,2016,D,0
40,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,40,120,50,3,1,경기도,김포시,U,-5.883283579,2016,D,0
41,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,41,120,50,5,1,경기도,김포시,U,-5.883283579,2016,D,0
42,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,42,120,50,6,1,경기도,김포시,U,-5.883283579,2016,D,0
43,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,43,120,50,6,2,경기도,김포시,U,-5.883283579,2016,D,0
44,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,44,120,50,3,2,경기도,김포시,U,-5.883283579,2016,D,0
45,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,45,120,50,1,2,경기도,김포시,U,-5.883283579,2016,D,0
46,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,46,120,50,0,2,경기도,김포시,U,-5.883283579,2016,D,0
47,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,47,120,50,0,1,경기도,김포시,U,-5.883283579,2016,D,0
48,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,48,120,50,0,1,경기도,김포시,U,-5.883283579,2016,D,0
49,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,49,120,50,0,1,경기도,김포시,U,-5.883283579,2016,D,0
50,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,50,120,50,0,1,경기도,김포시,U,-5.883283579,2016,D,0
51,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,51,120,50,0,1,경기도,김포시,U,-5.883283579,2016,D,0
52,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,52,120,50,0,1,경기도,김포시,U,-5.883283579,2016,D,0
53,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,53,120,50,0,1,경기도,김포시,U,-5.883283579,2016,D,0
54,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,54,120,50,0,1,경기도,김포시,U,-5.883283579,2016,D,0
55,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,55,120,50,0,1,경기도,김포시,U,-5.883283579,2016,D,0
56,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,56,120,50,0,1,경기도,김포시,U,-5.883283579,2016,D,0
57,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,57,120,50,0,1,경기도,김포시,U,-5.883283579,2016,D,0
58,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,58,120,50,0,1,경기도,김포시,U,-5.883283579,2016,D,0
59,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,59,120,50,0,1,경기도,김포시,U,-5.883283579,2016,D,0
60,0bf1ef1d1eafbc934301326325b6903d,20160419,145900,60,100,50,0,1,경기도,김포시,U,-5.883283579,2016,D,0
