,CarID,StartCarDay,StartCarTime,Time,Latitude,Longitude,Velocity,Break,City,Town,Road,RoadSlope,ModelYear,ModelCode,Impulse
42,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,42,120,50,0,2,경기도,김포시,U,0,2016,D,0
43,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,43,120,50,0,2,경기도,김포시,U,0,2016,D,0
44,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,44,120,50,0,2,경기도,김포시,U,0,2016,D,0
45,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,45,120,50,5,2,경기도,김포시,U,0,2016,D,0
46,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,46,120,50,9,2,경기도,김포시,U,0,2016,D,0
47,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,47,120,50,10,2,경기도,김포시,U,0,2016,D,0
48,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,48,120,50,13,2,경기도,김포시,U,0,2016,D,0
49,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,49,120,50,15,2,경기도,김포시,U,0,2016,D,0
50,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,50,120,50,17,1,경기도,김포시,U,0,2016,D,0
51,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,51,120,50,20,2,경기도,김포시,U,0,2016,D,0
52,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,52,120,50,23,2,경기도,김포시,U,0,2016,D,0
53,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,53,120,50,26,2,경기도,김포시,U,0,2016,D,0
54,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,54,120,50,22,2,경기도,김포시,U,0,2016,D,0
55,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,55,120,50,18,2,경기도,김포시,U,0,2016,D,0
56,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,56,120,50,13,2,경기도,김포시,U,0,2016,D,0
57,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,57,120,50,10,1,경기도,김포시,U,0,2016,D,0
58,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,58,120,50,7,1,경기도,김포시,U,0,2016,D,0
59,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,59,120,50,3,2,경기도,김포시,U,0,2016,D,0
60,1beceabea00c36fb01f5c9cd82bddf71,20160419,145900,60,110,50,3,2,경기도,김포시,U,0,2016,D,0
