,CarID,StartCarDay,StartCarTime,Time,Latitude,Longitude,Velocity,Break,City,Town,Road,RoadSlope,ModelYear,ModelCode,Impulse
20,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,20,115,25,10,1,경기도,김포시,U,3.503757192,2016,D,0
21,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,21,115,25,10,2,경기도,김포시,U,3.503757192,2016,D,0
22,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,22,115,25,8,2,경기도,김포시,U,3.503757192,2016,D,0
23,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,23,115,25,8,1,경기도,김포시,U,3.503757192,2016,D,0
24,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,24,115,25,7,1,경기도,김포시,U,3.503757192,2016,D,0
25,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,25,115,25,7,1,경기도,김포시,U,3.503757192,2016,D,0
26,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,26,115,25,9,1,경기도,김포시,U,3.503757192,2016,D,0
27,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,27,115,25,10,1,경기도,김포시,U,3.503757192,2016,D,0
28,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,28,115,25,11,1,경기도,김포시,U,3.503757192,2016,D,0
29,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,29,115,25,11,1,경기도,김포시,U,3.503757192,2016,D,0
30,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,30,120,50,11,1,경기도,김포시,U,-0.403498673,2016,D,0
31,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,31,120,50,10,1,경기도,김포시,U,-0.403498673,2016,D,0
32,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,32,120,50,10,1,경기도,김포시,U,-0.403498673,2016,D,0
33,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,33,120,50,10,1,경기도,김포시,U,-0.403498673,2016,D,0
34,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,34,120,50,10,2,경기도,김포시,U,-0.403498673,2016,D,0
35,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,35,120,50,9,2,경기도,김포시,U,-0.403498673,2016,D,0
36,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,36,120,50,8,2,경기도,김포시,U,-0.403498673,2016,D,0
37,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,37,120,50,7,1,경기도,김포시,U,-0.403498673,2016,D,0
38,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,38,120,50,6,1,경기도,김포시,U,-0.403498673,2016,D,0
39,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,39,120,50,7,1,경기도,김포시,U,-0.403498673,2016,D,0
40,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,40,120,50,5,1,경기도,김포시,U,-0.403498673,2016,D,0
41,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,41,120,50,3,1,경기도,김포시,U,-0.403498673,2016,D,0
42,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,42,120,50,0,1,경기도,김포시,U,-0.403498673,2016,D,0
43,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,43,120,50,0,1,경기도,김포시,U,-0.403498673,2016,D,0
44,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,44,120,50,0,1,경기도,김포시,U,-0.403498673,2016,D,0
45,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,45,120,50,0,1,경기도,김포시,U,-0.403498673,2016,D,0
46,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,46,120,50,0,1,경기도,김포시,U,-0.403498673,2016,D,0
47,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,47,120,50,0,1,경기도,김포시,U,-0.403498673,2016,D,0
48,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,48,120,50,0,1,경기도,김포시,U,-0.403498673,2016,D,0
49,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,49,120,50,0,1,경기도,김포시,U,-0.403498673,2016,D,0
50,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,50,120,50,0,1,경기도,김포시,U,-0.403498673,2016,D,0
51,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,51,120,50,0,1,경기도,김포시,U,-0.403498673,2016,D,0
52,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,52,120,50,0,1,경기도,김포시,U,-0.403498673,2016,D,0
53,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,53,120,50,5,1,경기도,김포시,U,-0.403498673,2016,D,0
54,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,54,120,50,9,1,경기도,김포시,U,-0.403498673,2016,D,0
55,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,55,120,50,13,1,경기도,김포시,U,-0.403498673,2016,D,0
56,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,56,120,50,16,1,경기도,김포시,U,-0.403498673,2016,D,0
57,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,57,120,50,15,1,경기도,김포시,U,-0.403498673,2016,D,0
58,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,58,120,50,14,1,경기도,김포시,U,-0.403498673,2016,D,0
59,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,59,120,50,13,2,경기도,김포시,U,-0.403498673,2016,D,0
60,1fbe8f642c1b6c23100534c9ef006089,20160419,145900,60,121,52,10,2,경기도,김포시,U,-0.403498673,2016,D,0
